ROI	structure	B51315	B51325	B51732	B51742	B51852	B51861	B51872	B51882	B51813	B51824	B51836	B52233	B52242	B52253	B52264	B52274	B53106	B52711	B52715	B52823	B52824	B52825	B52836	B53041	B53054	B53161	B53183	B53195	B53212	B53233	B53245	B53257	B53269	B53279	B53281	B53291	B55012	B55023	B55034	B55045	B55056	B54611	B54623	B54645	B54751	B49913	B49924	B49935	B49946	B49957	B49968	B49978	B49901
149	Cingulate_Cortex,_Area_25	NaN	367.3276	272.8896	172.1663	161.8436	196.4349	133.28	107.2586	167.6166	252.4396	240.0047	280.02	274.1288	135.7587	242.3714	176.6204	175.6805	141.2933	193.1146	184.0466	96.87971	77.49706	83.44584	126.4241	123.454	187.3294	154.7894	176.8544	82.8317	150.925	85.04497	151.5804	161.3143	193.2282	172.153	172.7408	136.3091	158.2911	156.3684	142.8209	280.0364	116.8828	180.2462	284.7165	177.7227	77.56001	88.03001	196.5399	315.2418	393.7072	309.3761	419.9296	202.6165
151	Postsubiculum	123.8094	186.9719	133.3111	248.2904	316.9602	264.3532	155.3493	217.4942	330.05	283.5459	209.0452	177.6118	232.0257	141.0253	150.3938	187.0891	174.1656	195.7949	153.4215	203.344	180.381	198.5976	209.5908	116.1871	194.1947	217.1834	178.2902	186.6804	110.3273	167.3013	145.2829	141.6074	158.4394	164.3002	161.8451	170.3349	106.5966	241.0608	205.3674	214.8158	198.4249	102.4988	198.7573	189.5501	251.8907	49.72002	72.84801	204.4731	245.5725	235.6509	368.088	276.9913	236.3391
152	Ventricular_System_4thVentricle	73.20902	180.459	291.9364	223.9869	165.2484	148.4711	200.1194	168.9611	263.631	287.6934	133.2637	102.8857	160.9216	85.98118	165.6787	114.6015	123.6029	98.71801	76.55813	107.1568	104.1535	90.80604	370.1353	77.05473	150.8516	176.5071	217.0027	85.47639	133.8558	85.49475	125.6529	109.1359	144.2396	142.2941	159.332	70.9854	92.94196	149.7258	177.2414	152.1254	115.6949	116.4978	104.6329	167.0142	129.6588	179.6351	63.14001	147.5425	189.1023	189.35	166.7489	250.9263	182.3932
153	Microcellular_Tegmental_Nucleus	125.7363	194.8893	270.5744	203.2716	161.1962	289.4754	98.44163	240.3292	270.4699	245.025	204.658	172.0809	184.121	303.0313	225.5854	269.324	165.6801	148.4672	208.0031	173.9255	179.0787	236.4687	270.3411	138.6671	207.6519	169.3702	146.4691	210.3992	173.011	192.8132	192.3912	153.7037	214.1396	215.0811	228.4169	208.8765	70.82152	179.0728	192.601	212.2447	258.2019	209.9958	228.1819	220.3859	132.6002	48.32655	63.16209	229.3566	248.253	224.9031	289.5292	293.8688	194.665
154	Pretectal_Nucleus	61.27441	98.35084	335.0379	274.5455	192.9481	145.6395	174.3117	263.1437	194.8188	328.3288	150.134	53.99307	156.8516	37.27649	259.8588	313.8938	168.4954	151.3733	148.4696	185.7485	130.1712	225.2227	146.913	123.5834	248.9926	186.1365	256.1544	225.7424	160.3679	142.397	175.2339	84.54713	209.3625	159.0582	186.7517	189.4016	136.8634	215.4977	222.8859	202.255	130.4671	65.67525	158.7624	226.4047	176.8732	18.97876	55.99133	85.00173	140.0574	254.0552	448.9638	195.6878	73.40361
155	Latero_Dorsal_Thalamic_Nucleus_Ventro_Lateral	151.0213	230.9586	254.8718	251.7834	238.5253	246.6102	126.3965	218.4352	134.0941	275.4921	151.4872	123.0944	296.162	224.2717	259.8711	237.6263	159.546	111.217	164.6963	239.8686	200.9166	138.2466	123.3138	234.786	270.0385	194.8195	285.694	174.6238	189.2217	191.6894	132.8325	308.7589	311.211	182.9334	257.1337	289.6139	156.6819	277.7858	372.6275	167.3066	279.7141	143.3591	171.3748	196.1374	152.8388	113.9312	82.25977	324.096	269.5632	258.756	572.5096	266.2709	84.24058
156	Latero_Posterior_Nuclei_of_Thalamus	104.1715	259.4406	133.4752	292.6059	177.7609	325.5978	181.6614	220.0833	226.1323	296.7193	229.5564	207.0617	305.8784	223.8041	215.6832	164.2287	89.64941	147.1582	266.0734	162.7727	194.7187	150.3648	128.9274	193.9593	151.6523	138.2968	181.2997	162.077	170.0099	101.4002	60.82175	203.5134	158.7755	79.41854	168.6345	148.3799	146.1633	263.8725	259.1923	223.3779	213.2128	179.8258	210.1086	164.4983	196.3917	97.81796	148.3281	314.1171	255.755	236.3398	221.2124	456.1844	74.33333
157	Anterior_Thalamic_Nuclei	111.8905	203.4643	232.2522	274.1655	153.774	173.2025	175.2837	289.0964	212.567	267.1603	131.5576	113.3893	227.1884	186.7671	204.4294	223.67	147.6147	165.0915	102.0549	187.9068	210.361	134.8658	159.7956	51.78074	174.1668	97.61896	204.5249	123.3362	145.4414	183.5564	90.89785	94.84552	159.8433	146.864	177.8411	120.2073	105.7843	130.4465	149.8919	116.242	109.2295	131.5089	94.43012	152.761	192.1148	55.30999	119.2577	75.59203	232.037	237.56	178.5985	136.0229	98.50636
158	Red_Nucleus_Magnocellular	104.6433	240.6929	204.3217	169.0148	228.2637	179.2158	165.5386	162.2045	147.9139	202.8438	114.8333	156.815	152.1091	227.4567	210.5262	229.803	46.02524	91.89509	78.03693	96.97896	76.83815	134.3183	126.3976	59.31558	94.11127	116.1695	56.40247	48.87158	108.7288	44.17319	44.83585	56.46175	77.1918	39.8383	93.1386	87.05507	80.12379	93.81062	80.37399	73.55758	54.73577	133.1517	80.80374	101.8838	75.81976	137.7918	33.19871	121.7889	229.2345	208.507	244.9384	288.6147	141.5449
160	Retro_Rubral_Field	138.9481	218.4971	288.2493	223.1637	181.8061	224.1732	143.6857	230.572	218.2025	282.6657	119.4587	155.1644	202.8932	178.4607	185.0424	183.5781	101.2415	99.41697	196.6071	152.069	215.6469	197.2904	222.8393	144.9557	129.4525	111.1441	119.8988	184.741	164.2663	109.4959	111.1532	101.8702	117.1343	145.703	159.4929	140.5123	235.1731	146.5638	144.5621	158.7254	184.8092	161.614	143.1893	158.3746	183.0666	110.474	123.7363	175.4002	216.8046	191.6053	207.7671	315.1759	87.53374
161	CSF	116.9836	279.257	112.3864	402.8228	109.0092	189.2774	105.0032	244.8697	195.5259	377.3557	124.927	168.5845	215.752	198.8594	119.863	192.74	170.1298	230.9239	190.8589	227.2569	174.35	190.0036	277.6932	122.6056	273.4686	177.6448	275.7843	276.5265	138.9908	244.3756	224.8934	182.1387	222.1054	196.5429	246.7742	192.4821	149.4225	296.6941	303.5188	328.2737	220.8753	242.3285	254.6797	191.8419	278.5817	92.65653	36.15631	129.047	188.5022	180.086	197.4932	277.0469	117.9839
162	Intermediate_Reticular_Nucleus	98.66466	197.3698	266.2936	208.3651	142.5085	165.4224	138.6774	149.2136	135.905	151.5955	111.5324	269.9068	210.7993	146.2461	138.3948	184.0493	148.3364	119.8814	147.3269	125.1068	123.4809	138.5136	208.9363	99.43914	102.8734	140.9268	191.7542	143.055	132.9993	100.4981	182.5334	133.8989	154.0847	115.7246	142.8202	102.3351	347.7531	136.4076	171.8391	133.7945	185.3167	187.4211	189.2236	271.628	179.2607	214.306	104.8257	158.2853	235.0939	183.3664	282.5371	229.1611	133.3409
163	PHD_PaMP_Post_and_Lateral_Hypothalamus	137.1288	224.9152	136.0094	219.8931	178.7251	232.4666	135.7538	115.4915	183.1727	227.575	133.8993	135.2645	204.1565	160.3923	175.7653	206.5764	82.91323	133.64	122.6198	110.7899	106.1229	163.1452	106.5562	95.06885	103.8728	94.61165	119.3591	80.09485	91.04577	92.26828	73.45413	90.75595	101.4908	82.87587	93.08774	154.2284	121.7063	127.2766	117.0156	91.20582	107.3652	91.38132	125.7596	142.1688	106.242	152.2371	116.8534	166.9901	216.5993	233.4852	255.0538	242.8201	137.9487
164	Prerubral_Forel	149.1157	245.8441	254.6594	260.163	243.7331	195.5699	95.31287	126.5283	166.2004	221.6599	204.4664	123.7482	189.2797	148.8982	188.0493	198.379	132.457	122.9119	182.3378	65.73981	119.4841	179.7633	157.9634	51.95678	100.5741	129.1616	40.33303	125.2282	107.6844	84.35506	72.02863	69.08553	113.0675	69.57464	161.7808	198.6676	134.6445	94.98645	176.5515	92.40554	98.25729	54.72952	165.0255	76.66293	160.6314	136.297	111.2945	171.6245	176.0087	167.3465	228.0408	241.6074	110.252
165	PVG_of_Hypothalamus	122.7162	214.4111	242.4156	290.1198	201.1597	256.5475	134.4165	87.12267	218.8773	179.778	174.5669	131.8589	180.46	181.3569	198.9915	161.6303	68.44891	125.5917	175.1998	130.338	100.664	138.8152	75.74834	23.50347	114.547	121.7601	92.36558	80.59394	97.18888	113.7979	58.26445	72.66578	88.36294	55.5245	92.86642	111.3094	56.43391	103.9632	127.7311	89.79574	136.6296	77.35345	78.23089	208.7909	82.48975	145.0502	51.4742	98.21091	177.5007	272.03	187.9101	178.3839	177.7996
166	BLA_Basalateral_Amygdala	69.90534	89.97601	178.0751	157.6067	196.747	240.3112	83.08714	204.7621	167.5452	198.9304	195.5289	148.6628	117.6472	153.5881	79.76902	199.5215	101.5098	90.59113	161.2478	155.756	165.9161	141.8349	97.42695	123.7113	152.6482	165.398	130.9777	141.9288	67.21085	122.5506	152.7522	137.4584	153.4173	135.1095	118.0611	126.0934	88.05853	144.9275	169.9951	110.9296	211.5503	153.6478	169.5268	195.1959	177.266	82.41224	46.60303	197.4998	115.6351	143.8117	198.7295	268.5723	99.77831
1001		123.7619	343.3276	243.6718	214.7847	328.2243	316.6866	137.9978	216.4659	185.6345	210.0674	247.1888	164.5507	286.9977	245.7027	299.3148	290.2083	131.2809	151.9	165.2074	144.5147	168.9319	208.4827	148.8534	86.55298	179.4344	134.3384	142.9621	136.1514	98.18045	166.4411	150.7759	86.13743	114.3901	127.6337	187.7228	125.8647	182.3064	161.1636	218.9962	126.0333	152.053	227.7826	150.37	196.539	243.5925	60.03338	35.64132	133.1466	371.0169	254.8543	202.3305	229.2472	142.6685
1002		168.2907	333.7928	135.6828	286.9793	270.776	284.4155	142.9417	274.7174	201.8003	258.4218	247.8281	138.0889	236.152	245.2861	267.0855	234.7424	165.5297	124.8904	169.5484	178.9125	124.7655	237.0003	145.2353	137.9917	230.0582	184.4629	188.6363	168.0113	123.018	216.3568	167.3866	125.1588	118.8938	149.0842	150.7759	124.3074	233.3701	254.7003	281.3135	162.5385	245.1572	242.4238	165.4472	214.4098	256.05	73.2048	60.2179	122.114	343.6924	328.1411	221.2594	241.8624	117.2142
1003		115.7286	358.0246	197.684	261.858	317.4601	306.6764	130.3355	280.1179	231.4549	250.3504	226.8964	202.0818	268.058	233.644	290.8506	283.4159	152.3952	196.1171	179.4603	169.7919	190.875	205.0552	138.8135	105.6319	202.732	160.9813	178.8266	173.7001	115.439	178.3956	176.1563	126.6897	143.5374	155.4404	169.6579	144.9866	180.5921	211.0587	223.2808	179.6601	183.3265	209.7069	148.3446	189.8701	262.7261	80.85995	66.11537	108.0306	350.0154	282.83	255.706	247.8463	136.2418
1004		148.1256	314.0648	132.0643	301.2527	299.0951	281.4345	177.0954	233.1637	212.7299	270.1671	239.0754	91.23166	237.3174	231.615	295.4364	295.3067	189.2291	162.142	154.205	202.8817	159.4757	227.2848	205.9997	133.5775	244.7667	203.6219	168.8377	211.5478	100.329	235.8797	146.2549	153.3829	109.9868	182.9052	143.633	114.74	451.9958	254.3004	287.9988	238.1159	125.5992	238.582	222.2977	193.5166	143.9241	59.98402	107.5055	81.84336	312.0433	373.6167	314.4871	275.3804	184.9709
1005		111.0592	250.875	63.21502	338.1819	121.7025	347.4375	91.69253	289.8636	266.2403	278.9347	212.2195	164.9883	262.8943	266.4854	256.6852	265.3612	133.3004	159.2301	169.7728	192.5441	265.7883	194.8262	224.6309	85.13821	193.8149	172.6464	159.5275	209.9286	108.2493	222.395	155.1461	151.1094	148.4822	153.5817	194.8215	148.7677	197.8227	235.2658	298.0949	217.4444	202.6277	279.5095	219.1234	166.3244	209.1386	96.87601	42.55336	59.11934	298.5242	319.5352	224.957	211.2782	60.66617
1006		91.44463	240.0502	194.1902	258.8659	209.2327	252.8993	146.5106	317.4677	329.098	295.8372	274.7607	237.6451	234.8489	243.2374	286.3078	396.3495	161.2323	152.1062	210.9184	221.0891	178.65	217.7404	362.7871	84.6461	207.3668	181.1877	168.6645	219.8458	116.7188	213.3646	150.5776	160.2979	157.5164	188.191	217.4584	172.1958	105.1371	245.0892	249.3816	241.8312	188.8932	240.8258	208.1233	198.2521	245.0674	105.9578	31.65129	138.5421	256.7291	375.5269	288.468	240.0778	82.27112
1007		117.5549	338.7621	161.3396	283.2054	169.036	315.0459	145.144	278.781	246.0997	293.8095	255.1479	127.6742	280.3382	274.8214	278.4947	265.6655	183.8742	135.5895	148.3407	219.6464	209.1442	203.0899	307.0367	116.0263	255.2652	177.0417	200.3176	231.9513	117.2461	237.5307	162.3523	165.2064	156.7193	187.7145	166.6703	156.3475	282.6646	293.1639	346.4996	224.5241	195.3214	303.5391	228.5156	216.2069	209.8474	91.98022	44.8326	123.3884	380.0506	346.3144	299.8624	262.4486	106.9515
1008		89.16135	287.0021	206.7156	239.9373	261.2933	249.1202	174.0604	235.5361	206.0929	255.4758	252.3184	167.868	265.9389	221.297	277.2323	331.145	190.1882	179.8409	215.633	164.5516	160.4873	276.5286	264.9589	107.9487	221.0813	156.4669	203.0558	217.6234	150.4513	201.0962	137.1684	117.9853	140.6648	180.4288	147.9719	146.2056	212.9271	211.2867	248.2941	205.2488	191.9796	238.5576	229.0081	211.4448	176.3578	106.7401	47.72169	135.6345	325.4347	329.7585	275.9618	261.4275	109.9547
1009		175.3783	301.7749	180.8548	212.166	347.7397	335.4414	170.9652	244.8213	224.1427	226.7091	225.8984	161.5518	297.387	267.6751	382.7657	318.5505	90.60123	170.5351	173.5909	157.7299	153.9828	188.5413	143.6349	79.05758	189.8969	213.5466	145.2577	156.2549	108.8662	156.1289	154.9847	173.8458	153.671	123.9496	159.892	138.6812	157.9657	167.4398	189.7304	148.6002	182.7156	223.7592	200.8265	192.6924	200.6379	88.65611	49.49326	185.8277	332.6279	314.4333	257.0238	227.9263	121.2834
1010		97.76102	216.3653	336.042	235.6143	107.2836	273.5805	117.1533	235.5104	180.3935	222.0792	185.5647	135.0105	167.683	240.2031	234.6962	286.918	125.2101	87.82792	234.7818	129.7004	136.0979	169.1744	155.1772	130.6753	179.2601	190.3574	230.3395	231.0678	91.00495	137.595	148.8533	77.76028	171.6017	183.7518	148.9963	126.6108	108.4369	202.5513	272.7631	174.8238	182.7238	241.1371	224.8025	120.0189	180.3823	69.59433	55.40337	127.3594	338.3272	332.8556	212.3077	241.9934	70.00793
1011		115.726	250.9339	369.3864	194.0611	160.6292	289.1331	142.9772	218.6888	145.1251	221.0392	183.0981	174.7724	194.877	233.3982	244.7606	297.5419	127.0979	91.99413	319.2473	107.2806	175.5434	216.5134	174.4431	102.855	190.4389	186.4231	196.0286	195.858	127.4465	138.4823	148.511	88.29594	179.8484	168.0453	148.8553	136.7597	107.4229	197.4373	255.0607	195.3335	171.6356	229.6289	239.9647	178.9276	162.7036	79.00716	55.84943	139.4354	333.8736	351.7835	201.5983	252.9829	107.7849
1012		102.9362	193.5042	220.6312	248.8865	77.03806	255.8948	84.87566	226.153	141.5471	250.8916	169.32	100.4064	114.5732	215.7939	255.8886	271.3342	131.5584	92.6688	169.5602	158.6919	81.66483	102.2006	147.6372	112.558	166.0952	218.0784	224.2475	190.6098	57.23537	178.9837	174.4586	68.40709	169.6968	164.71	144.912	145.7707	138.3885	221.9733	254.2708	205.8337	164.8439	230.6495	211.7699	127.627	219.133	86.36413	57.60891	106.2017	242.409	333.74	214.1079	237.0377	74.32745
1013		NaN	213.7142	278.7933	163.6383	209.1575	271.5838	195.4697	214.7557	223.6086	270.8789	194.9404	94.07729	NaN	172.875	220.3873	226.7375	142.3817	157.3909	82.41262	168.3901	181.7736	126.3005	147.9859	388.8115	191.9395	86.98819	148.0532	175.2786	105.3196	147.0168	138.2281	291.443	78.64778	137.0057	177.4999	193.1305	117.5763	177.2605	202.854	199.3025	93.96346	253.3233	314.7961	NaN	157.7328	113.8839	NaN	137.5488	260.1705	408.4695	366.8341	147.0914	85.54031
1014		NaN	130.9199	234.79	163.4067	188.2203	229.5156	202.8746	155.1485	176.8089	197.05	99.5724	86.51321	199.1333	220.5947	276.5488	234.5095	141.5191	98.92027	152.5544	335.6954	118.724	117.1584	136.388	113.1757	138.3895	155.789	129.4854	145.2733	72.69797	189.8836	163.1122	159.6027	152.5542	136.4121	131.1472	103.9832	143.5403	165.8939	210.4619	203.1489	108.8531	138.3318	302.3127	68.64985	130.1586	71.42396	101.7669	153.5467	156.3807	275.6083	217.7005	180.9578	70.86106
1015		NaN	180.3646	236.8735	181.218	240.7022	212.7902	199.0391	215.1319	211.2763	256.8199	159.3554	148.5883	234.0514	187.2348	278.7627	230.1452	121.8616	162.2188	133.7191	257.4315	144.6483	109.5866	147.8107	166.0363	202.6882	263.7629	163.575	173.2003	154.9762	219.7516	183.0174	179.8925	152.9189	154.3087	168.5915	147.2379	138.2916	214.1005	197.6407	199.4824	115.3266	157.4071	241.0958	NaN	156.7966	111.1647	NaN	87.30707	209.96	342.7101	255.2283	219.5397	84.64546
1016		53.96009	134.921	249.7919	224.8343	173.8808	209.9397	143.8189	209.0496	187.6189	246.1531	165.1581	118.9558	178.9638	157.1619	256.6712	210.8863	213.749	162.2678	71.83005	169.5955	139.8121	108.5066	144.75	127.3709	207.952	221.8418	140.4616	172.6161	88.69844	173.0755	143.2134	143.6064	161.2774	216.5972	214.7607	171.7196	211.3196	188.1814	242.6605	168.6835	148.319	152.3472	170.7319	88.59264	146.4684	117.1644	63.30287	153.0529	288.5982	290.0797	169.2023	117.3127	119.5491
1017		NaN	287.9301	277.1179	238.6022	235.4921	292.6695	191.4428	195.0696	240.1259	243.3885	172.6507	242.2456	135.2039	195.6473	242.0661	231.051	150.8798	183.0778	109.6358	202.4888	173.1049	126.9686	137.7348	119.2761	192.7402	200.4023	125.0418	173.7179	81.9173	144.7633	151.0933	126.7085	159.6937	185.2581	195.6563	169.3736	125.4315	184.7496	217.9081	197.149	124.6362	154.6008	204.3161	83.35616	140.6667	103.883	173.999	147.521	345.4406	394.5608	251.7328	231.4975	144.9656
1018		58.92339	278.8163	198.5085	221.2728	133.2974	301.2519	174.1692	187.666	266.3647	190.0236	234.2829	147.1434	260.5719	259.4687	252.9095	280.6418	162.5804	93.02292	202.2152	133.1217	129.5866	189.632	214.4875	69.14341	221.5321	186.1159	198.6898	189.3879	102.1864	172.2207	161.0736	66.757	93.03866	164.8227	121.5414	164.8591	84.03621	123.5432	223.1223	203.5679	152.405	216.8591	186.7094	211.7112	223.9002	39.85308	87.94559	148.285	286.6612	337.5514	206.3021	252.36	94.59173
1019		138.6224	248.0715	177.4057	163.7379	215.7169	259.6425	133.702	181.248	199.3038	207.4867	168.3093	170.1046	219.3243	175.3152	279.6115	265.8442	108.9812	113.9649	213.8929	141.3943	174.0406	159.5973	158.1953	103.6494	148.5254	156.5053	159.1377	181.6593	67.91486	147.3942	157.2042	107.5838	118.6162	158.6406	138.9254	142.3727	231.2264	205.1044	189.7438	191.502	143.3832	182.9961	175.8083	168.0325	161.9025	74.27534	106.6305	104.2555	261.2733	323.3674	217.6551	231.8789	140.1665
1020		87.58951	254.7122	155.2145	214.4951	273.5844	279.3476	168.1713	226.4561	239.1988	227.3471	189.1819	148.0096	277.8339	210.7872	331.3002	271.5164	138.4807	140.1947	223.1514	166.5713	196.3751	139.593	140.2553	112.872	171.8812	179.0836	154.5471	178.2701	79.91478	160.1707	154.3401	151.699	139.8727	161.1403	139.9713	142.5562	246.1376	189.1783	199.962	186.5831	171.8055	189.9207	182.9406	165.3163	195.4249	84.34048	150.4688	112.6032	304.6806	311.0325	249.0385	251.0679	138.9289
1021		NaN	382.4189	188.1176	217.9858	288.7122	384.2062	162.2186	205.7036	225.2823	240.8273	225.6054	340.9939	215.7597	299.2989	367.7327	317.1553	106.5138	190.7332	205.1375	191.3804	185.9783	148.5287	161.5654	68.79413	217.6987	182.5929	151.9278	144.7189	118.42	195.9846	159.4338	89.64099	168.6866	143.0847	190.6387	121.1413	142.3057	169.5936	226.6185	175.5583	206.3973	215.3669	202.3018	NaN	215.7765	128.6513	NaN	138.5194	434.7715	371.2782	237.0377	205.8697	130.6029
1022		69.51431	295.0392	171.7321	240.4023	230.2928	256.7604	217.4451	191.7373	227.7749	239.2377	270.1523	126.4915	258.9066	261.4292	277.8814	375.9985	192.9189	163.5072	195.3763	173.5445	187.8608	289.1356	200.9686	80.61777	191.31	154.0552	186.1462	199.3255	141.966	163.0703	144.2643	130.8295	110.2859	187.8499	85.01378	178.6264	248.3919	152.4402	248.7305	197.7474	206.9248	236.7872	191.8315	211.1994	219.8419	93.84261	68.73434	158.0851	302.1154	383.907	257.7357	245.1493	77.01684
1023		47.48726	245.3128	142.8803	213.4407	140.4701	344.4477	127.7104	257.4302	264.1253	158.0929	215.2243	95.89401	221.6666	228.6115	289.1185	327.7258	132.0104	61.81058	221.8859	133.3777	134.8926	124.0124	265.5615	97.01747	212.6923	268.6425	235.9539	209.1911	88.02361	96.02399	191.2864	73.04374	106.3642	155.6712	85.77892	210.9779	165.5765	117.2807	254.3295	244.8504	126.477	212.4058	210.9782	216.4843	218.2065	34.30848	123.4296	157.1032	320.0279	370.2151	287.5804	276.4188	73.05415
1024		77.65759	259.2033	300.9404	173.7704	177.1482	327.9674	167.4086	224.7601	121.7024	256.8681	173.3256	151.9589	229.4075	260.451	231.2948	289.5698	110.8234	86.80798	200.1106	119.6025	188.4017	166.8203	167.8143	103.011	161.8685	160.2488	242.4047	207.1539	89.28664	158.4298	139.3866	102.7873	160.26	170.1901	147.3666	217.9324	183.0522	157.3102	225.0919	233.3192	121.5176	224.6187	209.3668	215.9123	166.8641	57.68966	41.64008	158.138	318.975	359.8368	176.9811	250.1448	118.745
1025		79.35545	190.173	254.8486	171.5355	171.7339	262.2461	150.119	199.7333	167.3286	241.3931	165.3778	105.6123	180.2085	218.5639	230.4886	258.5462	100.7063	76.48254	235.8801	112.7532	116.8664	140.0614	160.3229	96.68761	138.8505	158.6682	185.8745	176.8267	53.71394	160.2908	162.6871	94.5672	134.6953	174.4275	150.5793	173.1448	199.2468	211.9748	224.2279	206.4009	120.1239	170.3972	209.4073	333.4197	156.1807	84.32545	74.39083	116.0012	240.0552	293.1615	164.529	215.8301	90.77481
1026		82.87988	199.9376	255.1536	138.7254	164.3321	239.7475	167.1119	203.8247	188.3924	225.2285	167.5945	93.56565	209.2813	207.5329	221.449	258.1471	103.0567	67.80038	253.1469	103.6791	126.0714	135.8328	171.5649	86.89666	131.2405	145.5319	165.0282	169.4411	56.30431	145.1753	155.8164	79.50887	115.7454	163.9254	136.5173	201.6313	258.6634	200.027	218.609	194.2412	133.3214	185.1812	232.5859	200.5503	154.9886	87.69936	94.74521	107.6548	218.1987	323.9981	195.7461	235.0292	111.2152
1027		101.8776	210.3916	220.9746	140.4675	160.5334	240.2643	145.1668	179.6388	167.1252	213.9201	161.872	128.6427	248.0998	191.1216	229.2615	248.0916	100.8266	70.4514	214.3413	106.0686	144.2897	117.9727	132.1186	89.92303	108.284	131.7376	176.9631	164.512	62.61773	149.2344	146.7064	88.9597	128.1921	170.3535	157.302	171.9849	261.7042	203.5937	213.7206	187.8567	120.2132	186.9018	208.3738	212.5414	143.601	88.75464	107.561	84.82928	246.0164	284.3876	192.6074	244.3646	138.8299
1028		150.2884	271.5529	165.5763	163.2313	163.3091	259.1405	155.7565	189.2702	206.5687	252.2291	192.8633	134.7607	235.8992	219.7161	240.0155	275.7104	105.843	91.65395	217.9429	135.1891	182.3595	150.7828	180.9845	86.80328	154.0792	165.7815	185.6505	181.3448	48.96962	158.1158	152.9537	96.88967	108.6027	176.5549	143.0789	161.9227	372.9861	198.8455	206.0682	202.5082	144.3008	195.8243	193.5935	269.0869	158.1884	85.94009	86.42741	79.07091	276.9952	227.1883	208.5779	260.7316	111.1355
1029		54.57061	122.8352	215.3416	159.4795	155.915	189.6663	147.4231	160.8867	173.5964	209.4033	135.0085	80.53476	176.4514	185.0107	216.2307	194.0033	159.4403	103.7415	132.8025	278.0506	104.3753	117.5877	131.0313	103.9038	138.7701	146.9879	147.3195	148.8658	50.34873	176.091	153.5853	128.6538	159.1309	161.7007	135.2991	105.995	153.0888	199.0101	221.9856	192.0817	114.4296	143.1849	262.8555	80.17926	146.2008	73.03043	70.05533	124.4822	161.016	291.7189	195.3306	140.0686	58.21913
1030		21.28311	224.2003	190.2804	192.6851	138.5023	310.5854	152.0462	219.1691	217.1506	255.587	219.633	116.4874	229.1426	242.6816	242.4841	296.5759	112.3811	73.1942	206.0074	135.8576	170.8543	119.3786	351.3659	28.49477	174.1862	185.8071	234.5241	212.0881	95.68407	156.5605	169.7717	77.84653	109.6394	153.6269	123.7877	174.2433	542.1262	181.3082	241.6918	186.489	121.0187	209.7057	202.7306	145.9443	184.9578	110.6406	64.39621	90.46532	299.6176	313.5365	248.4565	263.2461	58.26431
1031		38.31625	266.0566	203.9277	212.4351	146.2569	335.6621	179.2318	190.2658	239.5382	238.272	235.5626	137.187	247.6293	250.6381	272.3519	309.4037	141.9658	91.53373	196.196	138.594	153.9105	128.9477	261.942	58.45641	193.1754	197.102	186.0661	197.466	98.54214	161.1658	167.0098	58.3353	93.1128	163.1805	118.5515	185.6819	244.2405	145.1891	224.7313	212.4511	144.6164	223.6675	191.6869	200.2808	206.0257	92.57061	87.71757	117.0808	295.5244	326.1677	233.3365	257.3346	65.67151
1032		60.4334	111.7706	171.0983	189.3001	159.9291	262.0369	117.0607	189.3983	174.442	253.9205	182.2414	151.5065	148.042	186.8461	263.5978	237.7562	107.2354	98.20932	206.8539	130.5982	101.6633	104.318	129.4086	87.69924	150.3882	145.8453	171.7756	175.7575	61.58662	168.6637	161.4889	98.91261	170.1419	167.2425	157.9088	131.1002	141.3127	214.2846	252.4143	210.004	184.3657	139.1423	201.0169	233.9696	154.6852	120.6455	83.93439	79.02637	174.4707	232.5921	180.9709	137.0326	62.25151
1033		68.6004	117.4733	149.6785	205.8535	100.0426	252.1086	106.8603	201.9201	170.0275	236.1367	166.8178	171.5454	143.7903	175.5596	223.6237	263.9957	113.5498	133.1523	181.2482	112.5975	103.1094	109.5169	132.2505	133.5157	188.8817	167.9423	172.6393	176.2579	50.81361	158.0751	172.9043	131.24	155.6623	183.6631	131.8703	124.2609	181.6487	215.6692	227.1019	234.2784	213.9634	132.6609	208.833	95.39916	160.7905	96.94592	31.45652	95.2126	243.7543	337.6692	188.664	136.7597	103.7831
1034		108.7894	248.9634	218.6368	235.7708	57.94287	271.7768	103.2668	246.8297	178.7802	252.8309	160.0519	143.4835	151.5852	244.392	224.2913	236.2279	127.8943	97.29111	192.8626	178.5297	97.61244	127.8789	162.0686	118.8145	180.0965	199.9364	185.5805	186.2164	105.3629	186.8385	140.1021	86.9565	166.9593	184.9126	190.0204	154.4552	120.2721	210.6842	238.1039	213.4993	161.664	205.5303	222.2904	157.4007	214.4336	80.15848	76.46599	133.4082	247.2252	339.5182	251.7799	235.8894	94.35958
1035		72.71003	229.9957	185.0162	192.2498	162.0386	305.0203	110.5	280.9272	204.6384	206.5319	208.5955	115.2371	203.1592	221.9821	241.883	312.156	132.9288	71.46603	256.1036	136.4474	220.949	167.5255	221.6643	121.3414	203.5514	212.3598	230.3234	195.8078	156.2671	137.0608	177.6756	91.4051	113.9108	162.8747	96.86494	197.8566	167.6016	111.6031	246.8838	249.6518	120.8218	205.8163	231.5421	223.2576	215.6786	69.97482	95.88909	141.011	292.2842	380.4905	248.3934	263.9051	74.15715
