ROI	B51315	B51325	B51732	B51742	B51852	B51861	B51872	B51882	B51813	B51824	B51836	B52233	B52242	B52253	B52264	B52274	B53106	B52711	B52715	B52823	B52824	B52825	B52836	B53041	B53054	B53161	B53183	B53195	B53212	B53233	B53245	B53257	B53269	B53279	B53281	B53291	B55012	B55023	B55034	B55045	B55056	B54611	B54623	B54645	B54751	B49913	B49924	B49935	B49946	B49957	B49968	B49978	B49901
127	0.4324124	0.542712	0.4282305	0.4206967	0.4369737	0.3967775	0.4048353	0.4297417	0.4344102	0.4101229	0.3952796	0.4372976	0.4434252	0.4426824	0.4313571	0.4307022	0.3087865	0.3585687	0.297477	0.3425803	0.2966217	0.3007036	0.3113858	0.2558852	0.2616134	0.3145866	0.2996523	0.3077079	0.2957258	0.2985922	0.3356883	0.2885218	0.254532	0.2912256	0.2805318	0.2602037	0.2659316	0.2954051	0.310829	0.3487518	0.3193754	0.3003513	0.4386189	0.3517286	0.4048318	0.4058124	0.5415398	0.5013854	0.4983397	0.4349731	0.485805	0.5167585	0.5126818
129	0.4160653	0.4490963	0.3717368	0.3697139	0.3593074	0.3574141	0.3649538	0.4165308	0.4358804	0.3807105	0.3433983	0.3723684	0.3714033	0.3708558	0.39635	0.4530701	0.2637874	0.3231445	0.2775905	0.3163666	0.2589238	0.2830834	0.2831383	0.2383315	0.2482201	0.2801947	0.263374	0.2658534	0.2737842	0.274226	0.2823284	0.2418161	0.2373727	0.2323462	0.2492074	0.2340629	0.2764146	0.2479239	0.252526	0.2976093	0.2979502	0.3415961	0.3917617	0.3016799	0.3686252	0.3584516	0.4300001	0.4108701	0.449647	0.4035962	0.3673421	0.4215365	0.4157405
131	0.5488203	0.6743934	0.4965147	0.5250838	0.5364195	0.5148505	0.557254	0.4858785	0.5758644	0.5233933	0.4985471	0.52008	0.5671048	0.5725111	0.5310308	0.4987827	0.4373222	0.4133121	0.3603981	0.4150812	0.3880549	0.3605946	0.4186645	0.3455929	0.3599047	0.4113308	0.3881912	0.4043956	0.3867152	0.3822707	0.3712317	0.3688995	0.338752	0.4775433	0.3475094	0.3574248	0.4278968	0.4066994	0.4064144	0.4202621	0.3928032	0.4926401	0.5853102	0.4694528	0.5552841	0.5347983	0.5940523	0.574563	0.5395153	0.559807	0.5645776	0.5501793	0.5818618
132	0.505138	0.5419424	0.4458508	0.4189556	0.4167957	0.4136781	0.4620587	0.4755302	0.5142274	0.5087475	0.4008969	0.4963423	0.4730967	0.5196722	0.5092034	0.4966707	0.3830887	0.3850457	0.3461978	0.4117235	0.3196362	0.3764385	0.3702315	0.3064423	0.3224845	0.3196578	0.3729904	0.3835848	0.3114609	0.3616433	0.3412472	0.3283691	0.3177263	0.3388728	0.3206596	0.3136918	0.4362149	0.4409463	0.4001889	0.4045601	0.3932291	0.2806226	0.5747989	0.450476	0.6208233	0.4492004	0.5513681	0.552078	0.5344612	0.4797341	0.6477481	0.5775353	0.5585694
133	0.3972512	0.4772018	0.3742702	0.33768	0.3638815	0.3378236	0.3690833	0.3474735	0.3790139	0.3506893	0.3333382	0.4149123	0.4022028	0.4089672	0.3480711	0.3581368	0.2642839	0.2687593	0.2607228	0.2720854	0.2502882	0.2469986	0.2596236	0.2197845	0.2185715	0.2593305	0.2483149	0.2649356	0.2515518	0.238992	0.2599121	0.2536567	0.220663	0.265228	0.2489012	0.2275119	0.2438152	0.2500316	0.2715334	0.3054197	0.2832069	0.287008	0.4054224	0.3454369	0.399787	0.3580789	0.4559245	0.4307282	0.4204294	0.3879315	0.4170306	0.4452979	0.4337418
134	0.4923726	0.5813714	0.4527406	0.3528677	0.4332461	0.3634004	0.418614	0.3118365	0.438791	0.4087152	0.3894957	0.545184	0.5208692	0.531368	0.4226089	0.3967027	0.3046974	0.2985617	0.3019505	0.2999646	0.2448985	0.2906155	0.2852396	0.2606635	0.256189	0.3083852	0.3244494	0.274668	0.2938457	0.2522621	0.2350586	0.3160502	0.238647	0.3555918	0.3198999	0.2979408	0.3219341	0.3131841	0.3212307	0.3671688	0.2754855	0.3512945	0.4653218	0.4614928	0.528317	0.4341334	0.5956036	0.5632886	0.5265198	0.4823569	0.5279287	0.5648566	0.5482967
135	0.2601132	0.3115346	0.252766	0.1849697	0.2517609	0.1930418	0.2265569	0.1870278	0.2490536	0.2294524	0.2350563	0.2955202	0.2733785	0.2936952	0.2322967	0.2231659	0.1533338	0.1692132	0.1758579	0.1672813	0.126241	0.1578346	0.1338367	0.1489045	0.1527419	0.1518633	0.1621999	0.1382525	0.1592587	0.133463	0.1384325	0.1933025	0.131166	0.2277465	0.2168023	0.1748248	0.2496804	0.1665439	0.1523474	0.1843094	0.1475397	0.2841789	0.3421992	0.3109587	0.3628166	0.2247819	0.3743728	0.3649893	0.357084	0.3174819	0.3269212	0.3869282	0.3502726
136	0.2202385	0.2690038	0.2088063	0.1665007	0.1941458	0.1804192	0.2398612	0.1759978	0.2076245	0.2028989	0.1805616	0.2246803	0.2302118	0.2373637	0.1886716	0.18133	0.1394393	0.1379257	0.160093	0.1366102	0.1207765	0.134386	0.1378971	0.1407005	0.1497521	0.1191576	0.1218386	0.1274965	0.1402087	0.1151674	0.1250831	0.1547344	0.1327464	0.1804169	0.1651635	0.1457216	0.207521	0.1389941	0.1468248	0.1707894	0.169302	0.2739171	0.2666713	0.26756	0.2581229	0.1753066	0.2661321	0.259797	0.2803931	0.2748799	0.2123984	0.3007566	0.2460316
137	0.3210303	0.365274	0.2880767	0.217615	0.2695633	0.2193182	0.2435873	0.2000897	0.2666812	0.2531036	0.25958	0.3585539	0.3320968	0.3328865	0.2516892	0.2524092	0.186021	0.1810443	0.1965703	0.1942027	0.1453693	0.1743436	0.1593948	0.1665895	0.1738443	0.1759532	0.1850813	0.1687964	0.1913632	0.1510293	0.1472631	0.2062348	0.1435991	0.246297	0.2322087	0.2017988	0.2503659	0.198409	0.2020551	0.2139328	0.1763458	0.2753403	0.346036	0.3223107	0.4231851	0.2730787	0.4076767	0.3767926	0.3671832	0.3379747	0.3488843	0.3960897	0.3665732
138	0.3696088	NaN	0.281316	0.1902021	0.2875556	NaN	0.2447084	0.2490765	0.240865	0.3257473	NaN	0.3959278	0.2948597	0.363308	NaN	NaN	0.159074	NaN	0.1860726	0.2124272	0.1686829	NaN	0.1766627	0.1752699	NaN	NaN	0.15659	0.1415135	NaN	0.1813645	0.1781534	NaN	NaN	0.2378707	NaN	0.2171278	NaN	0.2155737	0.1457311	NaN	NaN	0.2552745	0.3202466	NaN	0.4098153	0.2695454	0.4803813	NaN	NaN	0.363579	0.377671	NaN	NaN
139	0.3043214	0.3134943	0.2665165	0.2377566	0.2853595	0.252692	0.3124445	0.2460379	0.2518184	0.2504453	0.2542442	0.3144087	0.29949	0.3167507	0.2485855	0.2708327	0.1966095	0.1819336	0.2075941	0.195738	0.1851962	0.206953	0.175559	0.1920491	0.1802853	0.2004853	0.1798548	0.2104187	0.1797816	0.1815825	0.1757108	0.227507	0.1777258	0.2573791	0.2146471	0.181515	0.2364578	0.2213442	0.2100183	0.2548522	0.2164433	0.2987376	0.3420899	0.2955798	0.3878647	0.2377799	0.3717593	0.344807	0.3710591	0.327115	0.3155878	0.3383031	0.3312425
140	0.2844457	0.3453503	0.236066	0.2014557	0.2507088	0.2414879	0.2810197	0.2115405	0.2528335	0.2420435	0.2486754	0.2923489	0.2749414	0.2688689	0.2538808	0.2194877	0.1636661	0.1712658	0.183347	0.1675429	0.1486692	0.1688042	0.1681683	0.1752282	0.1673278	0.1662366	0.1792951	0.153394	0.1686704	0.1478372	0.148357	0.2091507	0.1392962	0.2348396	0.227757	0.176826	0.3065174	0.1908739	0.2095369	0.2292039	0.1773845	0.3464636	0.4226194	0.3699482	0.4575071	0.2145308	0.3365678	0.3251189	0.3277444	0.3319311	0.2726748	0.3677157	0.3210019
141	0.1781556	0.2385283	0.1818253	0.131634	0.1769742	0.1420328	0.1788126	0.1553103	0.1970788	0.1659856	0.1744684	0.2057781	0.1817236	0.1856524	0.1642547	0.1334726	0.08906568	0.1357872	0.1229098	0.1199578	0.09544692	0.1090921	0.09377468	0.1190095	0.1184712	0.1044304	0.09452274	0.08741087	0.115152	0.09368058	0.1078961	0.1530159	0.09285536	0.1741337	0.1730625	0.1259454	0.2605276	0.1333646	0.1486456	0.1460115	0.1054402	0.2577836	0.348906	0.2486478	0.3212941	0.1356099	0.216926	0.1994736	0.229633	0.1990185	0.1670515	0.2514839	0.2013626
142	0.4393179	0.517758	0.413887	0.4037299	0.4266851	0.3979292	0.4259637	0.40596	0.4327058	0.4001754	0.388736	0.4458785	0.4463643	0.4550888	0.4195801	0.4211348	0.3106046	0.3240074	0.3041222	0.3212045	0.2910581	0.287334	0.3187076	0.2639498	0.2661214	0.3109107	0.3123031	0.3142875	0.2887939	0.2782229	0.2973019	0.2826819	0.2601576	0.2936877	0.279248	0.2704234	0.2860738	0.2956468	0.3019446	0.3387623	0.3118977	0.3283665	0.4781951	0.3859712	0.4565045	0.4109788	0.517229	0.491771	0.4749114	0.4467325	0.4629618	0.4949608	0.4857764
143	0.4276029	0.5008361	0.3898102	0.3141294	0.3799071	0.3275184	0.3740985	0.2813032	0.3791379	0.3533547	0.3461898	0.4702697	0.440075	0.4437348	0.3525941	0.3488042	0.2647013	0.2581714	0.2649834	0.2650997	0.2265126	0.2525195	0.241498	0.235614	0.2292695	0.2651735	0.2731223	0.2460775	0.2618864	0.2179021	0.2178089	0.275687	0.2175468	0.3240828	0.2814684	0.2618028	0.3002583	0.2717413	0.2790853	0.31291	0.2557018	0.3344178	0.4305414	0.4085701	0.4909067	0.3749602	0.520899	0.48087	0.4630203	0.4261513	0.4519359	0.497816	0.4704193
144	0.3535345	0.4084725	0.3227006	0.2622016	0.3125337	0.2612709	0.2973651	0.2427602	0.3178005	0.2924885	0.2876084	0.3839453	0.3597248	0.3695706	0.297039	0.2856622	0.2199809	0.2190525	0.2192353	0.2182555	0.1823081	0.2066072	0.2029791	0.1836453	0.1920019	0.2136858	0.2150707	0.2037745	0.2163904	0.1843189	0.1850372	0.2277888	0.1743618	0.254192	0.2412996	0.2062717	0.2399766	0.2286803	0.2270709	0.2490141	0.2077584	0.2710948	0.3391223	0.3285102	0.3906994	0.3079598	0.4232238	0.3992877	0.3813565	0.348512	0.3823065	0.4162045	0.396757
145	0.4932941	0.5711032	0.4262711	0.3374357	0.4185888	0.3605703	0.422853	0.2921133	0.4059917	0.388818	0.3935149	0.5350285	0.5196176	0.5073156	0.3909672	0.3767763	0.3009806	0.2700662	0.2945613	0.2806319	0.2491112	0.2772669	0.2809486	0.2623762	0.2590841	0.3079908	0.3210665	0.2672404	0.2808532	0.2381748	0.21627	0.3293152	0.2338319	0.3694991	0.3374909	0.2987325	0.3711793	0.3190201	0.3229861	0.3599227	0.2910635	0.3966581	0.5125813	0.5056697	0.5914574	0.4095875	0.5935223	0.5528766	0.5164639	0.5008565	0.5011507	0.5771803	0.5259042
146	0.3209693	0.3685055	0.2988909	0.2119573	0.2801415	0.2247617	0.2584259	0.1941999	0.2875765	0.256515	0.2728416	0.3707117	0.3443076	0.3520193	0.2649011	0.2413808	0.1823256	0.1928918	0.192977	0.1899575	0.1470021	0.1750803	0.146659	0.1713264	0.174738	0.1717861	0.1933949	0.1586974	0.1874883	0.1437466	0.1489153	0.2269887	0.1461978	0.2793597	0.2576461	0.2045502	0.2708817	0.2090264	0.2095713	0.2079715	0.1644328	0.2954271	0.3710797	0.3594781	0.4218013	0.2670229	0.436276	0.3970799	0.3922639	0.3568926	0.3561109	0.4412999	0.3963598
147	0.4631111	0.5445315	0.4008586	0.2634482	0.3735903	0.2889659	0.3488421	0.2195373	0.3666502	0.3341893	0.3623094	0.5273269	0.493043	0.468891	0.3614818	0.309995	0.2566324	0.2338952	0.2622612	0.234812	0.1826641	0.2393068	0.2284592	0.2295388	0.2358683	0.2596779	0.289351	0.209737	0.2507074	0.1958494	0.1727034	0.3157749	0.1922316	0.3791544	0.3393258	0.2854699	0.4086143	0.2858978	0.2887575	0.3248204	0.2367665	0.4201087	0.5163285	0.5072069	0.5889525	0.3745897	0.6169959	0.5488257	0.5221785	0.4826566	0.479488	0.5903079	0.5363142
148	0.3455887	0.4171622	0.3482891	0.327136	0.3478846	0.2919921	0.3174667	0.3958306	0.405746	0.3486266	0.309366	0.3454256	0.3156507	0.3512509	0.3745046	0.3357436	0.2741239	0.3476416	0.2841846	0.3092951	0.2784598	0.2715847	0.3067637	0.251576	0.2485107	0.3001234	0.2711255	0.2942286	0.2812861	0.2919911	0.3153949	0.2632456	0.2538565	0.2762626	0.2598106	0.2420119	0.2560509	0.2659175	0.2658803	0.307054	0.2650639	0.2454621	0.3507759	0.2811742	0.3220912	0.3109066	0.4085999	0.3794558	0.3935361	0.364994	0.3647324	0.401718	0.4135953
149	0.4473083	0.5697445	0.3995415	0.4452433	0.378404	0.3774502	0.3670744	0.5213626	0.4595796	0.4086833	0.3714014	0.4737336	0.438966	0.4452988	0.3962712	0.3800977	0.2792371	0.3667268	0.2807331	0.3176668	0.2838673	0.2789411	0.2836966	0.248156	0.2577212	0.3092563	0.2952167	0.2787154	0.2775792	0.26759	0.3677244	0.2820337	0.2222123	0.2840018	0.2785311	0.2322157	0.2705881	0.2382003	0.2531217	0.2908566	0.2639478	0.2846617	0.379166	0.3366738	0.38432	0.3914921	0.5108274	0.4585188	0.510913	0.4481492	0.4268438	0.4814192	0.526933
151	0.6597584	0.740195	0.6413922	0.5244615	0.6327016	0.5482054	0.6438877	0.4975418	0.6170508	0.6135173	0.5771687	0.7007673	0.719969	0.7185857	0.6602772	0.6077837	0.4732305	0.4401529	0.4513579	0.4577571	0.3833071	0.4436796	0.451305	0.4064527	0.3980254	0.4581074	0.4829401	0.4385584	0.4464494	0.4114298	0.3978955	0.4610397	0.3760169	0.5051259	0.4361357	0.4455309	0.4294148	0.4757996	0.486525	0.5250999	0.4249747	0.4411926	0.6513256	0.6068121	0.6730814	0.610911	0.8341694	0.786362	0.7184721	0.677928	0.7322987	0.7504833	0.759436
152	0.3883415	0.4211005	0.3405317	0.2291842	0.3119732	0.2441667	0.2854345	0.2066936	0.3063711	0.2838534	0.3097152	0.4101596	0.3996641	0.3906425	0.2948182	0.245911	0.2280162	0.2156949	0.2332023	0.2086466	0.1837649	0.2045866	0.2033833	0.2053164	0.2024017	0.2262125	0.2374998	0.1930436	0.2190092	0.1716137	0.1643695	0.2792474	0.1719	0.3165169	0.2889699	0.2453185	0.3410053	0.2410743	0.2504436	0.2615046	0.1989629	0.3376272	0.4081452	0.4069789	0.4857804	0.3158388	0.434155	0.4125788	0.3878926	0.4006432	0.3380633	0.4571435	0.3941682
153	0.5615638	0.647579	0.5173062	0.4374136	0.5114299	0.4531148	0.514613	0.3869147	0.5014365	0.4875845	0.4704169	0.5982194	0.5943416	0.5932399	0.518997	0.4958671	0.3762087	0.3795733	0.3643048	0.3670722	0.3178601	0.3539118	0.3570972	0.3168753	0.3157332	0.3758685	0.3873534	0.3423208	0.3511172	0.3158097	0.2985644	0.3595377	0.2986973	0.4143055	0.3615106	0.3552589	0.36793	0.3791654	0.3979445	0.4340448	0.3615476	0.3927801	0.543884	0.5140424	0.6058464	0.5070794	0.6794125	0.6418748	0.6020164	0.557996	0.6110365	0.6342468	0.6141681
154	0.4614731	0.5048873	0.3915268	0.3792812	0.4264618	0.3586875	0.4552221	0.3918868	0.4378809	0.4348695	0.3759026	0.4063723	0.3924553	0.4073809	0.4385144	0.3971387	0.3173237	0.3313942	0.3407657	0.2916082	0.2903259	0.3309999	0.3326389	0.2594029	0.269053	0.3020487	0.3165112	0.3842387	0.3219787	0.3143176	0.2870105	0.2453424	0.4187141	0.3301503	0.271956	0.321086	0.3796196	0.3004614	0.2859232	0.3929564	0.3362858	0.3830342	0.4695593	0.3982814	0.5512782	0.3915504	0.4530241	0.4737906	0.4254012	0.4281338	0.4813382	0.444627	0.4736274
155	0.524578	0.6496502	0.5295737	0.5397601	0.5546481	0.5029013	0.5327318	0.5418932	0.6002185	0.5399734	0.5397257	0.5189774	0.5424284	0.5353421	0.5530421	0.5378404	0.4062576	0.4422676	0.366961	0.4384969	0.3927272	0.3831197	0.4089038	0.3387015	0.3347476	0.4092844	0.3890155	0.4269435	0.3758633	0.4103082	0.4142697	0.3519897	0.4245134	0.3940077	0.3445081	0.3575141	0.3567404	0.4099369	0.4001772	0.4385174	0.4032305	0.3831567	0.5571023	0.4149338	0.4818393	0.5153334	0.6348357	0.6012327	0.593202	0.5342165	0.6300622	0.6118271	0.6090263
156	0.5295084	0.6312408	0.5095415	0.5102283	0.5492854	0.5010394	0.5544651	0.5189051	0.6177899	0.5481743	0.6427686	0.5201225	0.5116952	0.5242988	0.5768983	0.5383351	0.4445457	0.4482514	0.3953004	0.4335624	0.3963749	0.3792443	0.4281895	0.3424604	0.3453411	0.4094928	0.3884332	0.4244549	0.3764238	0.4096793	0.3977363	0.3510435	0.4168098	0.4012251	0.3471203	0.3695089	0.4077843	0.4302526	0.4109137	0.4603202	0.4226884	0.3936875	0.5752233	0.4504049	0.5545638	0.5168332	0.6319197	0.6033676	0.5677652	0.5429423	0.6572263	0.5779975	0.5922036
157	0.4675377	0.5960237	0.4562974	0.4804694	0.465756	0.4499883	0.467472	0.5204861	0.4811504	0.4383493	0.4334503	0.4709505	0.4773321	0.4662623	0.4903437	0.4888642	0.3341487	0.3892252	0.3079927	0.3694382	0.3427754	0.3235491	0.3439169	0.2827721	0.2889853	0.3474664	0.3297411	0.3384696	0.3248835	0.3279323	0.3759626	0.298238	0.2881669	0.3123225	0.2950509	0.2799961	0.3155792	0.3060514	0.32476	0.3524698	0.3383338	0.3480979	0.4888083	0.3731461	0.4317709	0.4452618	0.5540659	0.5085493	0.5300011	0.4752907	0.4818082	0.5383659	0.5349072
158	0.4728321	0.5425684	0.4220074	0.3861889	0.4211888	0.411457	0.4732526	0.366423	0.4247084	0.3951404	0.3864792	0.497392	0.5021505	0.4928529	0.408518	0.4149106	0.3227432	0.3228942	0.2939114	0.2984836	0.3050596	0.2889724	0.3075097	0.2635463	0.2642783	0.3218859	0.3180893	0.3068328	0.2986748	0.2742465	0.2653369	0.3221163	0.2679792	0.3441362	0.3056015	0.2826225	0.3282476	0.3287517	0.3223606	0.3644516	0.3294149	0.3778861	0.4898719	0.4543647	0.546811	0.4318331	0.526525	0.4896877	0.4963962	0.4571628	0.4846579	0.5180086	0.4965073
160	0.489586	0.573234	0.4620101	0.4035911	0.4533369	0.4122403	0.4568922	0.3810734	0.4497408	0.4341937	0.4095676	0.5099366	0.5054435	0.5103	0.4405284	0.4462532	0.3318807	0.3340207	0.3237565	0.339938	0.3048742	0.3097768	0.3269023	0.2748731	0.271531	0.3386361	0.3337186	0.313559	0.3028454	0.2852123	0.2920313	0.309037	0.2679825	0.3279884	0.3086931	0.2897915	0.320031	0.3196597	0.3298262	0.3620999	0.3223673	0.3460144	0.4857533	0.4322997	0.5223289	0.447049	0.5735413	0.5440981	0.5176163	0.4886661	0.5238211	0.5429294	0.5359012
161	0.6126963	0.6061247	0.4815597	0.466928	0.5623131	0.5154895	0.5665416	0.5491498	0.5508706	0.5672528	0.5002821	0.5369508	0.5794396	0.5572097	0.5853808	0.5066835	0.4384903	0.4259601	0.4476615	0.4147788	0.3910854	0.3964013	0.4505873	0.3626303	0.3666743	0.4241131	0.4347253	0.4370631	0.4252915	0.3796263	0.4063392	0.4182387	0.3920548	0.3861554	0.369063	0.374843	0.4117071	0.392125	0.4205651	0.4926271	0.3713755	0.4477154	0.5822567	0.4931946	0.558049	0.5594867	0.5670431	0.5949183	0.5543895	0.5594785	0.5155712	0.6249495	0.6749251
162	0.2959143	0.3507283	0.2733288	0.2090108	0.2937222	0.2367646	0.2941322	0.207364	0.2733003	0.2636086	0.2706786	0.3379598	0.3191426	0.3469045	0.275189	0.2502651	0.1845081	0.1804209	0.1974183	0.1809845	0.1483341	0.1815277	0.1597119	0.1827971	0.1811088	0.1834903	0.1833381	0.1589528	0.1870689	0.1532658	0.1519725	0.2258235	0.1561858	0.2769943	0.2569744	0.2041807	0.3164067	0.2068514	0.2122393	0.2268319	0.178392	0.3484766	0.4339259	0.3897015	0.4656655	0.2452917	0.423461	0.4123877	0.4031712	0.373966	0.3736134	0.4494132	0.3987349
163	0.4613596	0.5329984	0.4157509	0.3960458	0.4083034	0.399415	0.4428527	0.3969766	0.4236582	0.3968805	0.3823913	0.4569519	0.4613242	0.4532174	0.4012474	0.4112479	0.3119376	0.3027494	0.2875011	0.3049862	0.3077573	0.2834999	0.3369311	0.2630084	0.2564043	0.3089041	0.2977006	0.311763	0.2894493	0.2721588	0.2887199	0.2879049	0.2616121	0.3115533	0.2842333	0.2681634	0.2984555	0.2946988	0.2974409	0.3347056	0.3102391	0.3334318	0.4740542	0.3880097	0.4795251	0.4098682	0.4937911	0.4680838	0.4646854	0.4360989	0.441101	0.4800092	0.4724637
164	0.4705579	0.5656688	0.412103	0.4129088	0.4312557	0.4139458	0.4541075	0.4315928	0.4278893	0.4310806	0.3930239	0.4634767	0.4700491	0.4656915	0.4146693	0.4342111	0.3080623	0.3400349	0.2881946	0.3206773	0.3064986	0.2944824	0.3200489	0.259961	0.2574872	0.3246804	0.312991	0.319624	0.2921247	0.2777936	0.3054156	0.2840076	0.2565621	0.3076957	0.2866489	0.2704727	0.291891	0.2968303	0.3016249	0.342994	0.3330065	0.341453	0.4821293	0.4070304	0.4752227	0.4272181	0.5171987	0.5038072	0.465361	0.4577633	0.4495322	0.5101829	0.5098253
165	0.4676737	0.5554654	0.4362722	0.4079826	0.4236428	0.4247796	0.4791748	0.4533503	0.4323742	0.418196	0.400028	0.4833972	0.4709944	0.4832869	0.4294369	0.4240605	0.3349216	0.3207857	0.3050659	0.3242572	0.331255	0.2975768	0.3432471	0.2812524	0.2683049	0.3320461	0.3267078	0.3403071	0.3053935	0.2898717	0.2992264	0.2996278	0.2785856	0.3187165	0.2978678	0.2850888	0.313904	0.316093	0.3198132	0.3481884	0.3242584	0.3482007	0.5006222	0.4093861	0.5292029	0.4238431	0.490978	0.4895393	0.477314	0.4471171	0.4468397	0.4702084	0.4888632
166	0.3800203	0.4701861	0.3896769	0.3317685	0.3756188	0.3225105	0.3378309	0.3556573	0.3645493	0.3387154	0.3467268	0.3939692	0.3895293	0.3985452	0.3664886	0.3840766	0.2612276	0.3039367	0.2556635	0.292392	0.2508163	0.2619033	0.2536057	0.2314588	0.2241714	0.2652104	0.2417646	0.2663501	0.2546481	0.2578995	0.2890795	0.2605266	0.2269374	0.2740461	0.2539688	0.24016	0.2208539	0.2550828	0.2706327	0.285454	0.2532978	0.2479122	0.3549875	0.3082114	0.3630973	0.3496725	0.4759078	0.4330246	0.4307811	0.3654947	0.4359758	0.4461587	0.4346669
1001	0.5233635	0.7031379	0.4721119	0.593084	0.4858325	0.5132859	0.5140081	0.6782548	0.54728	0.5318979	0.4670948	0.5501756	0.544205	0.5703664	0.5304729	0.4897525	0.3735472	0.4629669	0.357605	0.4155537	0.3815108	0.3536943	0.3840498	0.312257	0.311396	0.3924939	0.3915123	0.3730949	0.364803	0.3588835	0.4525107	0.3438104	0.2992901	0.3439779	0.3366687	0.2951874	0.3823636	0.328875	0.3373696	0.4013438	0.3694911	0.4333735	0.5895713	0.4552154	0.5140224	0.4877508	0.6191164	0.5656042	0.6024612	0.5532382	0.5105324	0.6216108	0.6527818
1002	0.6451926	0.7544313	0.5654156	0.6982147	0.6652855	0.6434652	0.6728799	0.7455853	0.6201586	0.6251965	0.5995945	0.6779379	0.6350086	0.6385601	0.7158692	0.6452743	0.4700597	0.5340533	0.4336356	0.4989942	0.4555993	0.4394525	0.4625086	0.4176258	0.3615405	0.479035	0.4563802	0.4498592	0.432961	0.4499104	0.4947506	0.3844655	0.3786421	0.3962237	0.3833336	0.3748861	0.4532525	0.4280986	0.4464365	0.5031834	0.4666845	0.5224257	0.7815062	0.5107268	0.5937348	0.6067876	0.6984547	0.6629571	0.6580077	0.6762775	0.6432208	0.7055548	0.7016454
1003	0.5868326	0.7745174	0.5201728	0.6614817	0.564135	0.5745203	0.5743606	0.7702318	0.5823332	0.5727975	0.5406572	0.6060881	0.6127918	0.5992483	0.591953	0.5756376	0.4223439	0.5235552	0.3974551	0.4682086	0.4128035	0.3944028	0.4230604	0.343217	0.3381429	0.4397795	0.4206752	0.4134629	0.3906206	0.399219	0.4944175	0.3679745	0.3427786	0.3771994	0.3663553	0.3289262	0.442096	0.379251	0.3921395	0.4470387	0.4129009	0.4795494	0.7069511	0.5090249	0.578393	0.5451456	0.6974394	0.607336	0.6225907	0.6040323	0.5746469	0.7029083	0.6880981
1004	0.7074997	0.8169188	0.6118012	0.7614835	0.7218858	0.7003002	0.7305295	0.8159572	0.6758417	0.6924141	0.666628	0.6649237	0.7141188	0.6778435	0.7650541	0.7055017	0.5163767	0.5623379	0.4610736	0.5431886	0.4707166	0.4570053	0.503011	0.4005545	0.3960638	0.5307223	0.5039268	0.4986325	0.4678001	0.4772859	0.5339935	0.4191645	0.4210837	0.4420956	0.404496	0.4146701	0.5091262	0.4864428	0.5054455	0.5350329	0.516821	0.5784011	0.8732243	0.5717478	0.6212317	0.6659397	0.74977	0.6675174	0.657735	0.6692203	0.694041	0.7650694	0.7379223
1005	0.7880819	0.8308284	0.6831059	0.7258022	0.7439044	0.7373486	0.8234888	0.8227508	0.6850698	0.6791374	0.7200653	0.761571	0.7956566	0.7704741	0.805539	0.7216311	0.5639694	0.5322824	0.497455	0.5418011	0.4886616	0.5051178	0.5750813	0.4763972	0.5519291	0.5470925	0.548053	0.5220221	0.4967202	0.4963991	0.455851	0.4727543	0.462259	0.5152253	0.4548559	0.4856848	0.5118099	0.5438337	0.5466288	0.6524894	0.5309414	0.6060641	0.8282669	0.6775418	0.7188099	0.7540153	0.7967608	0.8148094	0.7308543	0.7433288	0.7236984	0.7467877	0.7944298
1006	0.856877	0.8890297	0.6817181	0.7344443	0.8030263	0.7793568	0.8967503	0.6826607	0.7126607	0.7049049	0.7789443	0.8026525	0.8687503	0.8598385	0.8575295	0.7567338	0.6054078	0.5402524	0.5029466	0.5700177	0.5011372	0.5256665	0.5828955	0.4917825	0.4627445	0.5794145	0.558517	0.5698852	0.5092998	0.5019078	0.4441822	0.5422416	0.475793	0.5836337	0.500025	0.5287238	0.5328604	0.5687726	0.5609807	0.5965644	0.5478458	0.6192806	0.8536958	0.7817348	0.8125361	0.8127447	0.8234218	0.8473655	0.7589456	0.8219506	0.7476007	0.7955574	0.7564267
1007	0.7922059	0.8369374	0.668114	0.7651512	0.7833868	0.7470229	0.8338776	0.7829331	0.7134269	0.7176487	0.733817	0.7331817	0.7932443	0.7784017	0.8591603	0.7631116	0.5605689	0.5630382	0.5058335	0.5641373	0.5004106	0.5127519	0.5499619	0.4870057	0.4322631	0.5623553	0.5418327	0.5400081	0.5103206	0.5076604	0.50438	0.4708364	0.4484633	0.5082098	0.4487459	0.4753307	0.5069155	0.5406795	0.5356157	0.5835223	0.5481464	0.5903421	0.8684333	0.646495	0.687086	0.7432491	0.7976496	0.8247194	0.7597184	0.7557437	0.7518394	0.7818361	0.765902
